ENTREZ_GENE_ID	Name	Species
54467	ankyrin repeat and IBR domain containing 1	Homo sapiens
10959	transmembrane emp24 domain trafficking protein 2	Homo sapiens
2580	cyclin G associated kinase	Homo sapiens
83734	ATG10 autophagy related 10 homolog (S. cerevisiae)	Homo sapiens
3270	histidine rich calcium binding protein	Homo sapiens
1417	crystallin, beta B3	Homo sapiens
25836	Nipped-B homolog (Drosophila)	Homo sapiens
2235	ferrochelatase (protoporphyria)	Homo sapiens
5338	phospholipase D2	Homo sapiens
3881	keratin 31	Homo sapiens
7326	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)	Homo sapiens
1523	cut-like homeobox 1	Homo sapiens
5064	paralemmin	Homo sapiens
8139	gigaxonin	Homo sapiens
55718	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	Homo sapiens
57534	mindbomb homolog 1 (Drosophila)	Homo sapiens
440804	RIMS binding protein 3B; RIMS binding protein 3C; RIMS binding protein 3	Homo sapiens
85376	RIMS binding protein 3B; RIMS binding protein 3C; RIMS binding protein 3	Homo sapiens
150221	RIMS binding protein 3B; RIMS binding protein 3C; RIMS binding protein 3	Homo sapiens
4338	molybdenum cofactor synthesis 2	Homo sapiens
57187	THO complex 2	Homo sapiens
23076	ribosomal RNA processing 1 homolog B (S. cerevisiae)	Homo sapiens
8894	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	Homo sapiens
8869	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	Homo sapiens
26039	synovial sarcoma translocation gene on chromosome 18-like 1	Homo sapiens
1410	crystallin, alpha B	Homo sapiens
149420	PDLIM1 interacting kinase 1 like	Homo sapiens
10813	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)	Homo sapiens
10336	polycomb group ring finger 3	Homo sapiens
10910	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	Homo sapiens
4216	mitogen-activated protein kinase kinase kinase 4	Homo sapiens
8338	histone cluster 2, H2ac	Homo sapiens
317761	chromosome 14 open reading frame 39	Homo sapiens
9114	ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1	Homo sapiens
5184	peptidase D	Homo sapiens
8871	synaptojanin 2	Homo sapiens
9578	CDC42 binding protein kinase beta (DMPK-like)	Homo sapiens
5290	phosphoinositide-3-kinase, catalytic, alpha polypeptide	Homo sapiens
56990	CDC42 small effector 2	Homo sapiens
2773	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	Homo sapiens
440574	chromosome 1 open reading frame 151	Homo sapiens
7881	potassium voltage-gated channel, shaker-related subfamily, beta member 1	Homo sapiens
340075	arylsulfatase family, member I	Homo sapiens
57381	ras homolog gene family, member J	Homo sapiens
50807	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	Homo sapiens
55789	DEP domain containing 1B	Homo sapiens
8089	YEATS domain containing 4	Homo sapiens
924	CD7 molecule	Homo sapiens
414061	DnaJ (Hsp40) homolog, subfamily B, member 3	Homo sapiens
150946	family with sequence similarity 59, member B	Homo sapiens
8189	symplekin	Homo sapiens
126917	intermediate filament family orphan 2	Homo sapiens
80153	enhancer of mRNA decapping 3 homolog (S. cerevisiae)	Homo sapiens
5828	peroxisomal membrane protein 3, 35kDa	Homo sapiens
84203	thioredoxin domain containing 2 (spermatozoa)	Homo sapiens
10732	transcription factor-like 5 (basic helix-loop-helix)	Homo sapiens
51226	coatomer protein complex, subunit zeta 2	Homo sapiens
55829	selenoprotein S	Homo sapiens
1290	collagen, type V, alpha 2	Homo sapiens
51552	RAB14, member RAS oncogene family	Homo sapiens
55101	ATP5S-like	Homo sapiens
5230	phosphoglycerate kinase 1	Homo sapiens
5825	ATP-binding cassette, sub-family D (ALD), member 3	Homo sapiens
2011	MAP/microtubule affinity-regulating kinase 2	Homo sapiens
27141	cell death-inducing DFFA-like effector b	Homo sapiens
5305	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	Homo sapiens
4528	mitochondrial translational initiation factor 2	Homo sapiens
1654	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	Homo sapiens
9369	neurexin 3	Homo sapiens
51022	glutaredoxin 2	Homo sapiens
2255	fibroblast growth factor 10	Homo sapiens
9611	nuclear receptor co-repressor 1	Homo sapiens
9989	protein phosphatase 4, regulatory subunit 1	Homo sapiens
25897	ring finger protein 19A	Homo sapiens
57794	splicing factor 4	Homo sapiens
171568	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)	Homo sapiens
91544	UBX domain protein 11	Homo sapiens
780	discoidin domain receptor tyrosine kinase 1	Homo sapiens
60	actin, beta	Homo sapiens
59350	relaxin/insulin-like family peptide receptor 1	Homo sapiens
7461	CAP-GLY domain containing linker protein 2	Homo sapiens
9123	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	Homo sapiens
8287	ubiquitin specific peptidase 9, Y-linked	Homo sapiens
23041	MON2 homolog (S. cerevisiae)	Homo sapiens
54928	inositol monophosphatase domain containing 1	Homo sapiens
80243	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	Homo sapiens
4810	Nance-Horan syndrome (congenital cataracts and dental anomalies)	Homo sapiens
115650	tumor necrosis factor receptor superfamily, member 13C	Homo sapiens
3338	DnaJ (Hsp40) homolog, subfamily C, member 4	Homo sapiens
55964	septin 3	Homo sapiens
84792	chromosome 7 open reading frame 70	Homo sapiens
51750	tumor necrosis factor receptor superfamily, member 6b, decoy; regulator of telomere elongation helicase 1	Homo sapiens
7358	UDP-glucose dehydrogenase	Homo sapiens
286336	family with sequence similarity 78, member A	Homo sapiens
4163	mutated in colorectal cancers	Homo sapiens
50832	taste receptor, type 2, member 4	Homo sapiens
80816	additional sex combs like 3 (Drosophila)	Homo sapiens
55679	LIM and senescent cell antigen-like domains 2	Homo sapiens
11104	katanin p60 (ATPase-containing) subunit A 1	Homo sapiens
6400	sel-1 suppressor of lin-12-like (C. elegans)	Homo sapiens
55727	BTB (POZ) domain containing 7	Homo sapiens
55037	Pentatricopeptide repeat domain 3	Homo sapiens
5281	phosphatidylinositol glycan anchor biosynthesis, class F	Homo sapiens
208	v-akt murine thymoma viral oncogene homolog 2	Homo sapiens
23345	spectrin repeat containing, nuclear envelope 1	Homo sapiens
3727	jun D proto-oncogene	Homo sapiens
10447	family with sequence similarity 3, member C	Homo sapiens
219287	family with sequence similarity 123A	Homo sapiens
8314	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	Homo sapiens
347741	otopetrin 3	Homo sapiens
9886	Rho-related BTB domain containing 1	Homo sapiens
1022	cyclin-dependent kinase 7	Homo sapiens
369	v-raf murine sarcoma 3611 viral oncogene homolog	Homo sapiens
55676	solute carrier family 30 (zinc transporter), member 6	Homo sapiens
58533	sorting nexin 6	Homo sapiens
121340	Sp7 transcription factor	Homo sapiens
4924	nucleobindin 1	Homo sapiens
63926	ankyrin repeat domain 5	Homo sapiens
9710	KIAA0355	Homo sapiens
3181	heterogeneous nuclear ribonucleoprotein A2/B1	Homo sapiens
4046	lymphocyte-specific protein 1	Homo sapiens
79791	F-box protein 31	Homo sapiens
8904	RNA binding motif protein 12; copine I	Homo sapiens
10137	RNA binding motif protein 12; copine I	Homo sapiens
146206	RGD motif, leucine rich repeats, tropomodulin domain and proline-rich containing	Homo sapiens
5962	radixin	Homo sapiens
158038	leucine rich repeat and Ig domain containing 2	Homo sapiens
7518	X-ray repair complementing defective repair in Chinese hamster cells 4	Homo sapiens
10899	jumping translocation breakpoint	Homo sapiens
168391	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5	Homo sapiens
8045	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7	Homo sapiens
4666	nascent polypeptide-associated complex alpha subunit	Homo sapiens
784	calcium channel, voltage-dependent, beta 3 subunit	Homo sapiens
10211	flotillin 1	Homo sapiens
7447	visinin-like 1	Homo sapiens
5861	RAB1A, member RAS oncogene family	Homo sapiens
51441	YTH domain family, member 2	Homo sapiens
7453	tryptophanyl-tRNA synthetase	Homo sapiens
199	allograft inflammatory factor 1	Homo sapiens
79102	ring finger protein 26	Homo sapiens
8431	nuclear receptor subfamily 0, group B, member 2	Homo sapiens
9060	3'-phosphoadenosine 5'-phosphosulfate synthase 2	Homo sapiens
153562	MARVEL domain containing 2	Homo sapiens
11123	RCAN family member 3	Homo sapiens
9554	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	Homo sapiens
60680	bruno-like 5, RNA binding protein (Drosophila)	Homo sapiens
3886	keratin 35	Homo sapiens
64785	GINS complex subunit 3 (Psf3 homolog)	Homo sapiens
6259	RYK receptor-like tyrosine kinase	Homo sapiens
345	apolipoprotein C-III	Homo sapiens
23753	stromal cell-derived factor 2-like 1	Homo sapiens
5921	RAS p21 protein activator (GTPase activating protein) 1	Homo sapiens
51522	transmembrane protein 14C	Homo sapiens
18	4-aminobutyrate aminotransferase	Homo sapiens
581	BCL2-associated X protein	Homo sapiens
55286	chromosome 4 open reading frame 19	Homo sapiens
2067	excision repair cross-complementing rodent repair deficiency, complementation group 1 (includes overlapping antisense sequence)	Homo sapiens
4654	myogenic differentiation 1	Homo sapiens
57621	zinc finger and BTB domain containing 2	Homo sapiens
65250	chromosome 5 open reading frame 42	Homo sapiens
741	zinc finger, HIT type 2	Homo sapiens
91614	DEP domain containing 7	Homo sapiens
23036	zinc finger protein 292	Homo sapiens
79694	mannosidase, endo-alpha	Homo sapiens
7109	trafficking protein particle complex 10	Homo sapiens
54873	palmdelphin	Homo sapiens
60468	BTB and CNC homology 1, basic leucine zipper transcription factor 2	Homo sapiens
136051	zinc finger protein 786	Homo sapiens
64746	acyl-Coenzyme A binding domain containing 3	Homo sapiens
148534	transmembrane protein 56	Homo sapiens
22871	neuroligin 1	Homo sapiens
149986	LSM14B, SCD6 homolog B (S. cerevisiae)	Homo sapiens
5607	mitogen-activated protein kinase kinase 5	Homo sapiens
55741	ER degradation enhancer, mannosidase alpha-like 2	Homo sapiens
10277	ubiquitination factor E4B (UFD2 homolog, yeast)	Homo sapiens
8853	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	Homo sapiens
51382	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	Homo sapiens
10747	mannan-binding lectin serine peptidase 2	Homo sapiens
80776	B9 protein domain 2	Homo sapiens
257415	family with sequence similarity 133, member B pseudogene; similar to FAM133B protein; family with sequence similarity 133, member B	Homo sapiens
2972	BRF1 homolog, subunit of RNA polymerase III transcription initiation factor IIIB (S. cerevisiae)	Homo sapiens
9788	metastasis suppressor 1	Homo sapiens
51157	zinc finger protein 580	Homo sapiens
217	aldehyde dehydrogenase 2 family (mitochondrial)	Homo sapiens
6382	syndecan 1	Homo sapiens
1106	chromodomain helicase DNA binding protein 2	Homo sapiens
9354	ubiquitination factor E4A (UFD2 homolog, yeast)	Homo sapiens
80143	suppressor of IKK epsilon	Homo sapiens
89932	papilin, proteoglycan-like sulfated glycoprotein	Homo sapiens
50809	heterochromatin protein 1, binding protein 3	Homo sapiens
10072	dipeptidyl-peptidase 3	Homo sapiens
8337	histone cluster 2, H2aa3; histone cluster 2, H2aa4	Homo sapiens
723790	histone cluster 2, H2aa3; histone cluster 2, H2aa4	Homo sapiens
10481	homeobox B13	Homo sapiens
7110	TATA element modulatory factor 1	Homo sapiens
7879	RAB7A, member RAS oncogene family	Homo sapiens
26191	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	Homo sapiens
6303	spermidine/spermine N1-acetyltransferase 1	Homo sapiens
8533	COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	Homo sapiens
116224	family with sequence similarity 122A	Homo sapiens
81624	diaphanous homolog 3 (Drosophila)	Homo sapiens
1119	choline kinase alpha	Homo sapiens
9678	PHD finger protein 14	Homo sapiens
83999	kringle containing transmembrane protein 1	Homo sapiens
161424	chromosome 14 open reading frame 21	Homo sapiens
123904	neuritin 1-like	Homo sapiens
119032	chromosome 10 open reading frame 32	Homo sapiens
10766	transducer of ERBB2, 2	Homo sapiens
11143	MYST histone acetyltransferase 2; similar to MYST histone acetyltransferase 2	Homo sapiens
79876	ubiquitin-like modifier activating enzyme 5	Homo sapiens
4306	nuclear receptor subfamily 3, group C, member 2	Homo sapiens
51162	EGF-like-domain, multiple 7	Homo sapiens
120224	transmembrane protein 45B	Homo sapiens
10149	G protein-coupled receptor 64	Homo sapiens
4299	AF4/FMR2 family, member 1	Homo sapiens
360200	transmembrane protease, serine 9	Homo sapiens
170954	KIAA1949	Homo sapiens
64409	Williams-Beuren syndrome chromosome region 17	Homo sapiens
54757	family with sequence similarity 20, member A	Homo sapiens
79718	transducin (beta)-like 1 X-linked receptor 1	Homo sapiens
4650	myosin IXB	Homo sapiens
122953	Jun dimerization protein 2	Homo sapiens
10450	peptidylprolyl isomerase E (cyclophilin E)	Homo sapiens
25839	component of oligomeric golgi complex 4	Homo sapiens
2729	glutamate-cysteine ligase, catalytic subunit	Homo sapiens
79922	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	Homo sapiens
55213	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1	Homo sapiens
6434	transformer 2 beta homolog (Drosophila)	Homo sapiens
400569	mediator complex subunit 11	Homo sapiens
1453	casein kinase 1, delta	Homo sapiens
160760	PTC7 protein phosphatase homolog (S. cerevisiae)	Homo sapiens
54930	HAUS augmin-like complex, subunit 4	Homo sapiens
10003	N-acetylated alpha-linked acidic dipeptidase 2	Homo sapiens
112812	ferredoxin 1-like	Homo sapiens
23307	FK506 binding protein 15, 133kDa	Homo sapiens
51063	calcium homeostasis modulator 2	Homo sapiens
595	cyclin D1	Homo sapiens
140730	regulating synaptic membrane exocytosis 4	Homo sapiens
51434	anaphase promoting complex subunit 7	Homo sapiens
6576	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1	Homo sapiens
27131	sorting nexin 5	Homo sapiens
6294	scaffold attachment factor B	Homo sapiens
63929	X-prolyl aminopeptidase (aminopeptidase P) 3, putative	Homo sapiens
7479	wingless-type MMTV integration site family, member 8B	Homo sapiens
79027	zinc finger protein 655	Homo sapiens
252969	nei like 2 (E. coli)	Homo sapiens
22985	apoptotic chromatin condensation inducer 1	Homo sapiens
49855	S-phase cyclin A-associated protein in the ER	Homo sapiens
84519	acrosin binding protein	Homo sapiens
387	ras homolog gene family, member A	Homo sapiens
4841	non-POU domain containing, octamer-binding	Homo sapiens
221037	jumonji domain containing 1C	Homo sapiens
341346	chromosome 12 open reading frame 70	Homo sapiens
5430	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	Homo sapiens
2842	G protein-coupled receptor 19	Homo sapiens
3298	heat shock transcription factor 2	Homo sapiens
122416	ankyrin repeat domain 9	Homo sapiens
7439	bestrophin 1	Homo sapiens
91869	RFT1 homolog (S. cerevisiae)	Homo sapiens
7054	tyrosine hydroxylase	Homo sapiens
3460	interferon gamma receptor 2 (interferon gamma transducer 1)	Homo sapiens
54810	GIPC PDZ domain containing family, member 2	Homo sapiens
1385	cAMP responsive element binding protein 1	Homo sapiens
164592	coiled-coil domain containing 116	Homo sapiens
27125	AF4/FMR2 family, member 4	Homo sapiens
645191	leucine rich repeat and Ig domain containing 3	Homo sapiens
10725	nuclear factor of activated T-cells 5, tonicity-responsive	Homo sapiens
5519	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform	Homo sapiens
56920	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G	Homo sapiens
60313	GC-rich promoter binding protein 1-like 1	Homo sapiens
26086	G-protein signaling modulator 1 (AGS3-like, C. elegans)	Homo sapiens
56915	exosome component 5	Homo sapiens
2556	gamma-aminobutyric acid (GABA) A receptor, alpha 3	Homo sapiens
89927	chromosome 16 open reading frame 45	Homo sapiens
1373	carbamoyl-phosphate synthetase 1, mitochondrial	Homo sapiens
2746	glutamate dehydrogenase 1	Homo sapiens
8553	basic helix-loop-helix family, member e40	Homo sapiens
79651	rhomboid 5 homolog 2 (Drosophila)	Homo sapiens
6523	solute carrier family 5 (sodium/glucose cotransporter), member 1	Homo sapiens
8776	myotubularin related protein 1	Homo sapiens
57095	chromosome 1 open reading frame 128	Homo sapiens
10801	septin 9	Homo sapiens
1347	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	Homo sapiens
6723	spermidine synthase	Homo sapiens
55288	ras homolog gene family, member T1	Homo sapiens
148	adrenergic, alpha-1A-, receptor	Homo sapiens
5414	septin 4	Homo sapiens
9644	SH3 and PX domains 2A	Homo sapiens
23216	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1	Homo sapiens
389119	chromosome 3 open reading frame 54	Homo sapiens
64902	alanine-glyoxylate aminotransferase 2	Homo sapiens
9415	fatty acid desaturase 2	Homo sapiens
9722	nitric oxide synthase 1 (neuronal) adaptor protein	Homo sapiens
4779	nuclear factor (erythroid-derived 2)-like 1	Homo sapiens
2000	E74-like factor 4 (ets domain transcription factor)	Homo sapiens
79581	G protein-coupled receptor 172A	Homo sapiens
5724	platelet-activating factor receptor	Homo sapiens
886	cholecystokinin A receptor	Homo sapiens
10084	polyglutamine binding protein 1	Homo sapiens
57409	MIF4G domain containing	Homo sapiens
10627	myosin, light chain 12A, regulatory, non-sarcomeric	Homo sapiens
4848	CCR4-NOT transcription complex, subunit 2	Homo sapiens
22803	5'-3' exoribonuclease 2	Homo sapiens
53828	FXYD domain containing ion transport regulator 4	Homo sapiens
55207	ADP-ribosylation factor-like 8B	Homo sapiens
219402	mitochondrial translational initiation factor 3	Homo sapiens
26054	SUMO1/sentrin specific peptidase 6	Homo sapiens
26256	calcium binding tyrosine-(Y)-phosphorylation regulated	Homo sapiens
90019	synaptotagmin VIII	Homo sapiens
55754	transmembrane protein 30A	Homo sapiens
11200	protein kinase CHK2-like; CHK2 checkpoint homolog (S. pombe); similar to hCG1983233	Homo sapiens
8856	nuclear receptor subfamily 1, group I, member 2	Homo sapiens
23112	trinucleotide repeat containing 6B	Homo sapiens
51650	mitochondrial ribosomal protein S33	Homo sapiens
79412	kringle containing transmembrane protein 2	Homo sapiens
57699	copine V	Homo sapiens
143279	HECT domain containing 2	Homo sapiens
3105	major histocompatibility complex, class I, A	Homo sapiens
79971	G protein-coupled receptor 177	Homo sapiens
55629	proline-rich nuclear receptor coactivator 2; similar to hCG1728885	Homo sapiens
143872	Rho-type GTPase-activating protein FLJ32810	Homo sapiens
388325	chromosome 17 open reading frame 87	Homo sapiens
2914	glutamate receptor, metabotropic 4	Homo sapiens
2237	flap structure-specific endonuclease 1	Homo sapiens
4677	asparaginyl-tRNA synthetase	Homo sapiens
55620	signal transducing adaptor family member 2	Homo sapiens
6093	similar to Rho-associated, coiled-coil containing protein kinase 1; Rho-associated, coiled-coil containing protein kinase 1	Homo sapiens
5494	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform	Homo sapiens
6203	ribosomal protein S9; ribosomal protein S9 pseudogene 4	Homo sapiens
131096	potassium voltage-gated channel, subfamily H (eag-related), member 8	Homo sapiens
1188	chloride channel Kb	Homo sapiens
54439	RNA binding motif protein 27	Homo sapiens
5813	purine-rich element binding protein A	Homo sapiens
54518	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	Homo sapiens
84717	hepatoma-derived growth factor-related protein 2	Homo sapiens
3845	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	Homo sapiens
26608	transducin (beta)-like 2	Homo sapiens
51257	membrane-associated ring finger (C3HC4) 2	Homo sapiens
84108	polycomb group ring finger 6	Homo sapiens
51075	thioredoxin-related transmembrane protein 2	Homo sapiens
24148	similar to U5 snRNP-associated 102 kDa protein (U5-102 kDa protein); PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	Homo sapiens
4763	neurofibromin 1	Homo sapiens
10953	translocase of outer mitochondrial membrane 34	Homo sapiens
27166	PRELI domain containing 1; similar to Px19-like protein (25 kDa protein of relevant evolutionary and lymphoid interest) (PRELI)	Homo sapiens
386618	potassium channel tetramerisation domain containing 4	Homo sapiens
3172	hepatocyte nuclear factor 4, alpha	Homo sapiens
56941	chromosome 3 open reading frame 37	Homo sapiens
3775	potassium channel, subfamily K, member 1	Homo sapiens
7060	thrombospondin 4	Homo sapiens
9148	neuralized homolog (Drosophila)	Homo sapiens
8812	cyclin K	Homo sapiens
8615	USO1 homolog, vesicle docking protein (yeast)	Homo sapiens
81577	glucose-fructose oxidoreductase domain containing 2	Homo sapiens
10856	RuvB-like 2 (E. coli)	Homo sapiens
8509	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	Homo sapiens
50813	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)	Homo sapiens
6625	small nuclear ribonucleoprotein 70kDa (U1)	Homo sapiens
90957	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57	Homo sapiens
57666	fibrosin-like 1	Homo sapiens
57101	anoctamin 2	Homo sapiens
310	annexin A7	Homo sapiens
79033	exoribonuclease 3	Homo sapiens
221908	chromosome 7 open reading frame 47	Homo sapiens
80331	DnaJ (Hsp40) homolog, subfamily C, member 5	Homo sapiens
11231	SEC63 homolog (S. cerevisiae)	Homo sapiens
5573	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	Homo sapiens
6888	transaldolase 1	Homo sapiens
54536	exocyst complex component 6	Homo sapiens
23053	KIAA0913	Homo sapiens
9342	synaptosomal-associated protein, 29kDa	Homo sapiens
162494	rhomboid, veinlet-like 3 (Drosophila)	Homo sapiens
8570	KH-type splicing regulatory protein	Homo sapiens
401541	centromere protein P	Homo sapiens
6774	signal transducer and activator of transcription 3 (acute-phase response factor)	Homo sapiens
5286	phosphoinositide-3-kinase, class 2, alpha polypeptide	Homo sapiens
3990	lipase, hepatic	Homo sapiens
56980	PR domain containing 10	Homo sapiens
56913	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	Homo sapiens
9074	claudin 6; similar to claudin 6	Homo sapiens
79054	transient receptor potential cation channel, subfamily M, member 8	Homo sapiens
56975	family with sequence similarity 20, member C	Homo sapiens
280636	chromosome 11 open reading frame 31	Homo sapiens
728621	hypothetical protein LOC728621	Homo sapiens
10628	thioredoxin interacting protein	Homo sapiens
23732	chromosome 9 open reading frame 4	Homo sapiens
80217	chromosome 10 open reading frame 79	Homo sapiens
64960	mitochondrial ribosomal protein S15	Homo sapiens
57628	dipeptidyl-peptidase 10	Homo sapiens
7733	zinc finger protein 180	Homo sapiens
1436	colony stimulating factor 1 receptor	Homo sapiens
493860	coiled-coil domain containing 73	Homo sapiens
79729	chromosome 1 open reading frame 113	Homo sapiens
84233	transmembrane protein 126A	Homo sapiens
80279	CDK5 regulatory subunit associated protein 3	Homo sapiens
84701	cytochrome c oxidase subunit IV isoform 2 (lung)	Homo sapiens
80262	chromosome 16 open reading frame 70	Homo sapiens
57835	solute carrier family 4, sodium bicarbonate cotransporter, member 5	Homo sapiens
23367	La ribonucleoprotein domain family, member 1	Homo sapiens
23258	DENN/MADD domain containing 5A	Homo sapiens
378807	cation channel, sperm associated 4	Homo sapiens
54852	progestin and adipoQ receptor family member V	Homo sapiens
84811	BUD13 homolog (S. cerevisiae)	Homo sapiens
127	alcohol dehydrogenase 4 (class II), pi polypeptide	Homo sapiens
285513	GPRIN family member 3	Homo sapiens
55254	transmembrane protein 39A	Homo sapiens
148523	chromosome 1 open reading frame 51	Homo sapiens
11198	suppressor of Ty 16 homolog (S. cerevisiae); suppressor of Ty 16 homolog (S. cerevisiae) pseudogene	Homo sapiens
9472	A kinase (PRKA) anchor protein 6	Homo sapiens
441476	hypothetical protein LOC441476	Homo sapiens
56902	partner of NOB1 homolog (S. cerevisiae)	Homo sapiens
9404	leupaxin	Homo sapiens
54915	YTH domain family, member 1	Homo sapiens
100127206	KIAA1024-like	Homo sapiens
7204	triple functional domain (PTPRF interacting)	Homo sapiens
2317	filamin B, beta (actin binding protein 278)	Homo sapiens
260429	protease, serine, 33	Homo sapiens
79960	PHD finger protein 17	Homo sapiens
152330	contactin 4	Homo sapiens
10802	SEC24 family, member A (S. cerevisiae)	Homo sapiens
7083	thymidine kinase 1, soluble	Homo sapiens
493856	CDGSH iron sulfur domain 2	Homo sapiens
23164	myosin phosphatase Rho interacting protein; similar to Myosin phosphatase Rho-interacting protein (Rho-interacting protein 3) (M-RIP) (RIP3) (p116Rip)	Homo sapiens
26059	ELKS/RAB6-interacting/CAST family member 2	Homo sapiens
51537	mitochondrial protein 18 kDa	Homo sapiens
65078	reticulon 4 receptor	Homo sapiens
645426	transmembrane protein 191B; transmembrane protein 191C	Homo sapiens
92255	LMBR1 domain containing 2	Homo sapiens
7323	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast); ubiquitin-conjugating enzyme E2D 3 pseudogene	Homo sapiens
3308	heat shock 70kDa protein 4	Homo sapiens
23060	zinc finger protein 609	Homo sapiens
7975	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	Homo sapiens
149461	claudin 19	Homo sapiens
54847	SID1 transmembrane family, member 1	Homo sapiens
63979	fidgetin-like 1	Homo sapiens
91782	CHMP family, member 7	Homo sapiens
7124	tumor necrosis factor (TNF superfamily, member 2)	Homo sapiens
79370	BCL2-like 14 (apoptosis facilitator)	Homo sapiens
11214	A kinase (PRKA) anchor protein 13	Homo sapiens
79624	chromosome 6 open reading frame 211	Homo sapiens
8505	similar to poly (ADP-ribose) glycohydrolase; poly (ADP-ribose) glycohydrolase	Homo sapiens
84988	protein phosphatase 1, regulatory (inhibitor) subunit 16A	Homo sapiens
573	BCL2-associated athanogene	Homo sapiens
4123	mannosidase, alpha, class 2C, member 1	Homo sapiens
9559	vacuolar protein sorting 26 homolog A (S. pombe)	Homo sapiens
79613	transmembrane and coiled-coil domains 7	Homo sapiens
11190	centrosomal protein 250kDa	Homo sapiens
27044	staphylococcal nuclease and tudor domain containing 1	Homo sapiens
5331	phospholipase C, beta 3 (phosphatidylinositol-specific)	Homo sapiens
5713	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	Homo sapiens
85016	chromosome 11 open reading frame 70	Homo sapiens
80131	leucine rich repeat containing 8 family, member E	Homo sapiens
3837	karyopherin (importin) beta 1	Homo sapiens
84334	chromosome 14 open reading frame 153	Homo sapiens
57514	Cdc42 GTPase-activating protein	Homo sapiens
130074	family with sequence similarity 168, member B	Homo sapiens
57630	SH3 domain containing ring finger 1	Homo sapiens
440689	histone cluster 2, H2bf	Homo sapiens
6535	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	Homo sapiens
7818	death associated protein 3	Homo sapiens
7298	thymidylate synthetase	Homo sapiens
10979	fermitin family homolog 2 (Drosophila)	Homo sapiens
2872	MAP kinase interacting serine/threonine kinase 2	Homo sapiens
282996	RNA binding motif protein 20	Homo sapiens
80777	cytochrome b5 type B (outer mitochondrial membrane)	Homo sapiens
116225	zinc finger, MYND-type containing 19	Homo sapiens
25817	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5	Homo sapiens
127391	transmembrane and coiled-coil domains 2	Homo sapiens
51738	ghrelin/obestatin prepropeptide	Homo sapiens
2395	frataxin	Homo sapiens
4217	mitogen-activated protein kinase kinase kinase 5	Homo sapiens
114789	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	Homo sapiens
28956	roadblock domain containing 3	Homo sapiens
130367	sphingosine-1-phosphate phosphotase 2	Homo sapiens
51002	TP53RK binding protein	Homo sapiens
147912	SIX homeobox 5	Homo sapiens
9563	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	Homo sapiens
9045	ribosomal protein L14	Homo sapiens
80790	c-Maf-inducing protein	Homo sapiens
